Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Units	Exposure_Units	Methylation_Array	Tissue	Further_Details	N	N_Cohorts	Age	Sex	Ancestry	StudyID
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2365119 (gene symbol: MGST3)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2365119 (gene symbol: MGST3)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2365119__gene_symbol__mgst3__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3402315 (gene symbol: CD9)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3402315 (gene symbol: CD9)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3402315__gene_symbol__cd9__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2350981 (gene symbol: GSTM1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2350981 (gene symbol: GSTM1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2350981__gene_symbol__gstm1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2528093 (gene symbol: CYP27A1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2528093 (gene symbol: CYP27A1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2528093__gene_symbol__cyp27a1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3726569 (gene symbol: SPATA20)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3726569 (gene symbol: SPATA20)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3726569__gene_symbol__spata20__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2821347 (gene symbol: ERAP2)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2821347 (gene symbol: ERAP2)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2821347__gene_symbol__erap2__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3293435 (gene symbol: PRF1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3293435 (gene symbol: PRF1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3293435__gene_symbol__prf1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3334501 (gene symbol: PRDX5)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3334501 (gene symbol: PRDX5)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3334501__gene_symbol__prdx5__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3815399 (gene symbol: CNN2)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3815399 (gene symbol: CNN2)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3815399__gene_symbol__cnn2__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3934245 (gene symbol: CSTB)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3934245 (gene symbol: CSTB)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3934245__gene_symbol__cstb__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2759582 (gene symbol: AFAP1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2759582 (gene symbol: AFAP1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2759582__gene_symbol__afap1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3200648 (gene symbol: PLIN2)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3200648 (gene symbol: PLIN2)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3200648__gene_symbol__plin2__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3029129 (gene symbol: ZYX)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3029129 (gene symbol: ZYX)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3029129__gene_symbol__zyx__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3335697 (gene symbol: CTSW)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3335697 (gene symbol: CTSW)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3335697__gene_symbol__ctsw__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3944882 (gene symbol: LGALS1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3944882 (gene symbol: LGALS1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3944882__gene_symbol__lgals1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3302240 (gene symbol: RRP12)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3302240 (gene symbol: RRP12)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3302240__gene_symbol__rrp12__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3501415 (gene symbol: CARKD)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3501415 (gene symbol: CARKD)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3501415__gene_symbol__carkd__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3057550 (gene symbol: STYXL1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3057550 (gene symbol: STYXL1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3057550__gene_symbol__styxl1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3880629 (gene symbol: CST7)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3880629 (gene symbol: CST7)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3880629__gene_symbol__cst7__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3514639 (gene symbol: DHRS12)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3514639 (gene symbol: DHRS12)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3514639__gene_symbol__dhrs12__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2324084 (gene symbol: CDA)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2324084 (gene symbol: CDA)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2324084__gene_symbol__cda__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3057370 (gene symbol: HIP1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3057370 (gene symbol: HIP1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3057370__gene_symbol__hip1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2949230 (gene symbol: LY6G5C)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2949230 (gene symbol: LY6G5C)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2949230__gene_symbol__ly6g5c__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3303339 (gene symbol: CWF19L1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3303339 (gene symbol: CWF19L1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3303339__gene_symbol__cwf19l1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3772719 (gene symbol: LGALS3BP)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3772719 (gene symbol: LGALS3BP)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3772719__gene_symbol__lgals3bp__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2622359 (gene symbol: RBM6)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2622359 (gene symbol: RBM6)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2622359__gene_symbol__rbm6__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2599303 (gene symbol: CXCR2P1)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2599303 (gene symbol: CXCR2P1)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2599303__gene_symbol__cxcr2p1__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3082248 (gene symbol: ESYT2)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3082248 (gene symbol: ESYT2)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3082248__gene_symbol__esyt2__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3086206 (gene symbol: CTSB)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3086206 (gene symbol: CTSB)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3086206__gene_symbol__ctsb__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3757329 (gene symbol: JUP)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3757329 (gene symbol: JUP)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3757329__gene_symbol__jup__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3232349 (gene symbol: PFKP)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3232349 (gene symbol: PFKP)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3232349__gene_symbol__pfkp__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3757399 (gene symbol: NT5C3L)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3757399 (gene symbol: NT5C3L)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3757399__gene_symbol__nt5c3l__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2447454 (gene symbol: ARPC5)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2447454 (gene symbol: ARPC5)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2447454__gene_symbol__arpc5__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 2414958 (gene symbol: TACSTD2)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 2414958 (gene symbol: TACSTD2)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__2414958__gene_symbol__tacstd2__meta-analysis
Yao C	FHS, KORA F4, BLSA, InCHIANTI	33752734	2021-03-22	Gene expression of Affymetrix ID: 3950452 (gene symbol: CRELD2)	NA	Meta-analysis	Table S6	DNA methylation	Gene expression of Affymetrix ID: 3950452 (gene symbol: CRELD2)	Age, sex, cell composition (reference based), batch effects	Beta Values	NA	Illumina HumanMethylation450	Whole blood	NA	4170	1	Adults	Both	Unclear	33752734_Yao-C_gene_expression_of_affymetrix_id__3950452__gene_symbol__creld2__meta-analysis
